code,Side,Time,Preys_web,Preys_eating,Prey_remains,Preys_ID,silk_d,day,opisto_w,web_area,number_silk,Web_height,site_exp,check,colour,luxes,total_preys,t_luxes,colourSide,presence_decorations,b_luxes
A40.4,ventral,9.3,0,0,0,NA,0,4,10.8,184.9612675,0,130,ventral,E,yellow,156,0,high,yellow_ventral,no,1
A41.4,dorsal,9.3,0,0,0,NA,3,4,11.3,458.6725274,3,130,ventral,E,yellow,0.29,0,low,yellow_dorsal,yes,0
A41.4,ventral,9.3,0,0,0,NA,3,4,11.3,458.6725274,3,130,ventral,E,yellow,309,0,high,yellow_ventral,yes,1
A8,dorsal,9.3,0,0,0,NA,2,4,12.78,427.2566009,2,130,dorsal,M,yellow,115,0,high,yellow_dorsal,yes,1
A8,ventral,9.3,0,0,0,NA,2,4,12.78,427.2566009,2,130,dorsal,M,yellow,0.21,0,low,yellow_ventral,yes,0
B.1.4,dorsal,9.3,0,0,0,NA,1,4,10.94,565.4866776,1,170,dorsal,M,white,0.96,0,low,white_dorsal,yes,0
B.1.4,ventral,9.3,0,0,0,NA,1,4,10.94,565.4866776,1,170,dorsal,M,white,0.45,0,low,white_ventral,yes,0
B10.4,dorsal,9.3,0,0,0,NA,0,4,10.2,318.8716543,0,120,dorsal,M,white,0.81,0,low,white_dorsal,no,0
B10.4,ventral,9.3,0,0,0,NA,0,4,10.2,318.8716543,0,120,dorsal,M,white,0.43,0,low,white_ventral,no,0
B100.4,dorsal,9.3,0,0,0,NA,0,4,NA,315.7300617,0,100,ventral,F,white,0.2,0,low,white_dorsal,no,0
B100.4,ventral,9.3,0,0,0,NA,0,4,NA,315.7300617,0,100,ventral,F,white,219,0,high,white_ventral,no,1
B13.4,dorsal,9.3,0,0,0,NA,0,4,10.2,424.1150082,0,150,ventral,M,white,0.32,0,low,white_dorsal,no,0
B13.4,ventral,9.3,0,0,0,NA,0,4,10.2,424.1150082,0,150,ventral,M,white,188,0,high,white_ventral,no,1
B21.2.4,dorsal,9.3,0,0,0,NA,0,4,8.6,149.225651,0,160,dorsal,M,white,158,0,high,white_dorsal,no,1
B21.2.4,ventral,9.3,0,0,0,NA,0,4,8.6,149.225651,0,160,dorsal,M,white,0.26,0,low,white_ventral,no,0
B3.4,dorsal,9.3,0,0,0,NA,0,4,12.23,579.6238446,0,160,dorsal,M,white,169,0,high,white_dorsal,no,1
B3.4,ventral,9.3,0,0,0,NA,0,4,12.23,579.6238446,0,160,dorsal,M,white,0.26,0,low,white_ventral,no,0
B30.4,dorsal,9.3,0,0,0,NA,0,4,9.46,270.7581628,0,160,dorsal,E,white,146,0,high,white_dorsal,no,1
B30.4,ventral,9.3,0,0,0,NA,0,4,9.46,270.7581628,0,160,dorsal,E,white,0.46,0,low,white_ventral,no,0
B33.4,dorsal,9.3,0,0,0,NA,0,4,11.6,313.3738672,0,130,ventral,E,white,0.34,0,low,white_dorsal,no,0
B33.4,ventral,9.3,0,0,0,NA,0,4,11.6,313.3738672,0,130,ventral,E,white,267,0,high,white_ventral,no,1
B34.4,dorsal,9.3,0,0,0,NA,0,4,10.6,502.6548246,0,100,dorsal,E,white,0.98,0,low,white_dorsal,no,0
B34.4,ventral,9.3,0,0,0,NA,0,4,10.6,502.6548246,0,100,dorsal,E,white,0.78,0,low,white_ventral,no,0
B35,dorsal,9.3,0,0,0,NA,0,4,10.25,463.3849164,0,170,dorsal,M,white,119,0,high,white_dorsal,no,1
B35,ventral,9.3,0,0,0,NA,0,4,10.25,463.3849164,0,170,dorsal,M,white,0.15,0,low,white_ventral,no,0
B46,dorsal,9.3,0,0,0,NA,3,4,10.7,424.1150082,3,110,dorsal,M,white,188,0,high,white_dorsal,yes,1
B46,ventral,9.3,0,0,0,NA,3,4,10.7,424.1150082,3,110,dorsal,M,white,0.25,0,low,white_ventral,yes,0
B49.1,dorsal,9.3,0,0,0,NA,0,4,10.1,545.0663254,0,110,ventral,M,white,0.11,0,low,white_dorsal,no,0
B49.1,ventral,9.3,0,0,0,NA,0,4,10.1,545.0663254,0,110,ventral,M,white,0.93,0,low,white_ventral,no,0
B5.4.1,dorsal,9.3,0,0,0,NA,0,4,10.1,157.0796327,0,60,ventral,M,white,0.2,0,low,white_dorsal,no,0
B5.4.1,ventral,9.3,0,0,0,NA,0,4,10.1,157.0796327,0,60,ventral,M,white,0.78,0,low,white_ventral,no,0
B50,dorsal,9.3,0,0,0,NA,0,4,9.6,585.9070299,0,120,dorsal,M,white,0.94,0,low,white_dorsal,no,0
B50,ventral,9.3,0,0,0,NA,0,4,9.6,585.9070299,0,120,dorsal,M,white,0.13,0,low,white_ventral,no,0
B54,dorsal,9.3,0,0,0,NA,0,4,9,534.0707511,0,190,ventral,M,white,0.28,0,low,white_dorsal,no,0
B54,ventral,9.3,0,0,0,NA,0,4,9,534.0707511,0,190,ventral,M,white,0.35,0,low,white_ventral,no,0
B7.4,dorsal,9.3,0,0,0,NA,0,4,9.88,622.0353454,0,150,ventral,M,white,0.47,0,low,white_dorsal,no,0
B7.4,ventral,9.3,0,0,0,NA,0,4,9.88,622.0353454,0,150,ventral,M,white,146,0,high,white_ventral,no,1
BR4.4,dorsal,9.3,0,0,0,NA,3,4,10.1,565.4866776,3,170,ventral,F,white,0.37,0,low,white_dorsal,yes,0
BR4.4,ventral,9.3,0,0,0,NA,3,4,10.1,565.4866776,3,170,ventral,F,white,290,0,high,white_ventral,yes,1
N12,dorsal,9.3,0,0,0,NA,2,4,11.7,237.1902453,2,120,ventral,F,black,0.47,0,low,black_dorsal,yes,0
N12,ventral,9.3,0,0,0,NA,2,4,11.7,237.1902453,2,120,ventral,F,black,0.64,0,low,black_ventral,yes,0
N22,dorsal,9.3,0,0,0,NA,0,4,9.98,502.6548246,0,60,dorsal,M,black,180,0,high,black_dorsal,no,1
N22,ventral,9.3,0,0,0,NA,0,4,9.98,502.6548246,0,60,dorsal,M,black,0.21,0,low,black_ventral,no,0
B21.2.4,dorsal,10.3,1,0,0,hymenoptera,0,4,8.6,149.225651,0,160,dorsal,M,white,158,1,high,white_dorsal,no,1
A8,ventral,10.3,2,0,0,diptera,2,4,12.78,427.2566009,2,130,dorsal,M,yellow,0.21,2,low,yellow_ventral,yes,0
B46,dorsal,10.3,1,0,0,hemiptera,3,4,10.7,424.1150082,3,110,dorsal,M,white,188,1,high,white_dorsal,yes,1
B54,ventral,10.3,1,0,0,lepidoptera,0,4,9,534.0707511,0,190,ventral,M,white,0.35,1,low,white_ventral,no,0
A40.4,dorsal,10.3,2,0,NA,diptera,0,4,10.8,184.9612675,0,130,ventral,E,yellow,0.41,2,low,yellow_dorsal,no,0
B121.4,dorsal,10.3,1,0,NA,diptera,0,4,11.4,333.0088213,0,130,ventral,F,white,0.57,1,low,white_dorsal,no,0
B21.2.4,ventral,10.3,0,0,NA,NA,0,4,8.6,149.225651,0,160,dorsal,M,white,0.26,0,low,white_ventral,no,0
A8,dorsal,10.3,0,0,NA,NA,2,4,12.78,427.2566009,2,130,dorsal,M,yellow,115,0,high,yellow_dorsal,yes,1
B46,ventral,10.3,0,0,NA,NA,3,4,10.7,424.1150082,3,110,dorsal,M,white,0.25,0,low,white_ventral,yes,0
B54,dorsal,10.3,0,0,NA,NA,0,4,9,534.0707511,0,190,ventral,M,white,0.28,0,low,white_dorsal,no,0
A40.4,ventral,10.3,0,0,NA,NA,0,4,10.8,184.9612675,0,130,ventral,E,yellow,156,0,high,yellow_ventral,no,1
B121.4,ventral,10.3,0,0,NA,NA,0,4,11.4,333.0088213,0,130,ventral,F,white,178,0,high,white_ventral,no,1
A11.4,dorsal,10.3,0,0,0,NA,0,4,NA,108.3849465,0,90,ventral,F,yellow,0.32,0,low,yellow_dorsal,no,0
A11.4,ventral,10.3,0,0,0,NA,0,4,NA,108.3849465,0,90,ventral,F,yellow,296,0,high,yellow_ventral,no,1
A13.1,dorsal,10.3,0,0,0,NA,0,4,10.6,502.6548246,0,110,dorsal,M,yellow,0.88,0,low,yellow_dorsal,no,0
A13.1,ventral,10.3,0,0,0,NA,0,4,10.6,502.6548246,0,110,dorsal,M,yellow,0.25,0,low,yellow_ventral,no,0
A14.4,dorsal,10.3,0,0,0,NA,0,4,8.8,263.8937829,0,130,dorsal,M,white,205,0,high,white_dorsal,no,1
A14.4,ventral,10.3,0,0,0,NA,0,4,8.8,263.8937829,0,130,dorsal,M,white,0.35,0,low,white_ventral,no,0
A14.4.1,dorsal,10.3,0,0,0,NA,2,4,10.7,391.1282854,2,100,ventral,F,yellow,0.21,0,low,yellow_dorsal,yes,0
A14.4.1,ventral,10.3,0,0,0,NA,2,4,10.7,391.1282854,2,100,ventral,F,yellow,190,0,high,yellow_ventral,yes,1
A15,dorsal,10.3,0,0,0,NA,0,4,10,301.5928947,0,150,ventral,F,yellow,0.23,0,low,yellow_dorsal,no,0
A15,ventral,10.3,0,0,0,NA,0,4,10,301.5928947,0,150,ventral,F,yellow,293,0,high,yellow_ventral,no,1
A30.4,dorsal,10.3,0,0,0,NA,0,4,11,286.2776306,0,75,ventral,E,yellow,0.36,0,low,yellow_dorsal,no,0
A30.4,ventral,10.3,0,0,0,NA,0,4,11,286.2776306,0,75,ventral,E,yellow,345,0,high,yellow_ventral,no,1
A31.4,dorsal,10.3,0,0,0,NA,0,4,11.5,615.7521601,0,150,ventral,E,yellow,0.48,0,low,yellow_dorsal,no,0
A31.4,ventral,10.3,0,0,0,NA,0,4,11.5,615.7521601,0,150,ventral,E,yellow,270,0,high,yellow_ventral,no,1
A32.4,dorsal,10.3,0,0,0,NA,2,4,11.85,743.3793617,2,200,dorsal,E,white,118,0,high,white_dorsal,yes,1
A32.4,ventral,10.3,0,0,0,NA,2,4,11.85,743.3793617,2,200,dorsal,E,white,0.65,0,low,white_ventral,yes,0
A33.4,dorsal,10.3,0,0,0,NA,0,4,11.5,279.9944453,0,110,ventral,E,yellow,0.22,0,low,yellow_dorsal,no,0
A33.4,ventral,10.3,0,0,0,NA,0,4,11.5,279.9944453,0,110,ventral,E,yellow,0.45,0,low,yellow_ventral,no,0
A34.4,dorsal,10.3,0,0,0,NA,0,4,10.6,284.3141351,0,130,ventral,E,yellow,0.42,0,low,yellow_dorsal,no,0
A34.4,ventral,10.3,0,0,0,NA,0,4,10.6,284.3141351,0,130,ventral,E,yellow,0.8,0,low,yellow_ventral,no,0
A35.4,dorsal,10.3,0,0,0,NA,3,4,10.6,524.2532741,3,110,dorsal,E,yellow,160,0,high,yellow_dorsal,yes,1
A35.4,ventral,10.3,0,0,0,NA,3,4,10.6,524.2532741,3,110,dorsal,E,yellow,0.73,0,low,yellow_ventral,yes,0
A36.4,dorsal,10.3,0,0,0,NA,0,4,10.9,366.7809423,0,130,ventral,E,yellow,0.49,0,low,yellow_dorsal,no,0
A36.4,ventral,10.3,0,0,0,NA,0,4,10.9,366.7809423,0,130,ventral,E,yellow,341,0,high,yellow_ventral,no,1
A37.4,dorsal,10.3,0,0,0,NA,2,4,10.8,716.283125,2,140,ventral,E,yellow,0.33,0,low,yellow_dorsal,yes,0
A37.4,ventral,10.3,0,0,0,NA,2,4,10.8,716.283125,2,140,ventral,E,yellow,184,0,high,yellow_ventral,yes,1
A38.4,dorsal,10.3,0,0,0,NA,0,4,10.6,419.4026193,0,185,ventral,E,yellow,0.36,0,low,yellow_dorsal,no,0
A38.4,ventral,10.3,0,0,0,NA,0,4,10.6,419.4026193,0,185,ventral,E,yellow,251,0,high,yellow_ventral,no,1
A41.4,dorsal,10.3,0,0,0,NA,3,4,11.3,458.6725274,3,130,ventral,E,yellow,0.29,0,low,yellow_dorsal,yes,0
A41.4,ventral,10.3,0,0,0,NA,3,4,11.3,458.6725274,3,130,ventral,E,yellow,309,0,high,yellow_ventral,yes,1
B.1.4,dorsal,10.3,0,0,0,NA,1,4,10.94,565.4866776,1,170,dorsal,M,white,0.96,0,low,white_dorsal,yes,0
B.1.4,ventral,10.3,0,0,0,NA,1,4,10.94,565.4866776,1,170,dorsal,M,white,0.45,0,low,white_ventral,yes,0
B10.4,dorsal,10.3,0,0,0,NA,0,4,10.2,318.8716543,0,120,dorsal,M,white,0.81,0,low,white_dorsal,no,0
B10.4,ventral,10.3,0,0,0,NA,0,4,10.2,318.8716543,0,120,dorsal,M,white,0.43,0,low,white_ventral,no,0
B100.4,dorsal,10.3,0,0,0,NA,0,4,NA,315.7300617,0,100,ventral,F,white,0.2,0,low,white_dorsal,no,0
B100.4,ventral,10.3,0,0,0,NA,0,4,NA,315.7300617,0,100,ventral,F,white,219,0,high,white_ventral,no,1
B114,dorsal,10.3,0,0,0,NA,0,4,9.7,534.0707511,0,220,dorsal,M,white,216,0,high,white_dorsal,no,1
B114,ventral,10.3,0,0,0,NA,0,4,9.7,534.0707511,0,220,dorsal,M,white,0.32,0,low,white_ventral,no,0
B13.4,dorsal,10.3,0,0,0,NA,0,4,10.2,424.1150082,0,150,ventral,M,white,0.32,0,low,white_dorsal,no,0
B13.4,ventral,10.3,0,0,0,NA,0,4,10.2,424.1150082,0,150,ventral,M,white,188,0,high,white_ventral,no,1
B3.4,dorsal,10.3,0,0,0,NA,0,4,12.23,579.6238446,0,160,dorsal,M,white,169,0,high,white_dorsal,no,1
B3.4,ventral,10.3,0,0,0,NA,0,4,12.23,579.6238446,0,160,dorsal,M,white,0.26,0,low,white_ventral,no,0
B30.4,dorsal,10.3,0,0,0,NA,0,4,9.46,270.7581628,0,160,dorsal,E,white,146,0,high,white_dorsal,no,1
B30.4,ventral,10.3,0,0,0,NA,0,4,9.46,270.7581628,0,160,dorsal,E,white,0.46,0,low,white_ventral,no,0
B33.4,dorsal,10.3,0,0,0,NA,0,4,11.6,313.3738672,0,130,ventral,E,white,0.34,0,low,white_dorsal,no,0
B33.4,ventral,10.3,0,0,0,NA,0,4,11.6,313.3738672,0,130,ventral,E,white,267,0,high,white_ventral,no,1
B34.4,dorsal,10.3,0,0,0,NA,0,4,10.6,502.6548246,0,100,dorsal,E,white,0.98,0,low,white_dorsal,no,0
B34.4,ventral,10.3,0,0,0,NA,0,4,10.6,502.6548246,0,100,dorsal,E,white,0.78,0,low,white_ventral,no,0
B35,dorsal,10.3,0,0,0,NA,0,4,10.25,463.3849164,0,170,dorsal,M,white,119,0,high,white_dorsal,no,1
B35,ventral,10.3,0,0,0,NA,0,4,10.25,463.3849164,0,170,dorsal,M,white,0.15,0,low,white_ventral,no,0
B38,dorsal,10.3,0,0,0,NA,0,4,10,587.4778262,0,190,dorsal,M,white,136,0,high,white_dorsal,no,1
B38,ventral,10.3,0,0,0,NA,0,4,10,587.4778262,0,190,dorsal,M,white,0.25,0,low,white_ventral,no,0
B49.1,dorsal,10.3,0,0,0,NA,0,4,10.1,545.0663254,0,110,ventral,M,white,0.11,0,low,white_dorsal,no,0
B49.1,ventral,10.3,0,0,0,NA,0,4,10.1,545.0663254,0,110,ventral,M,white,0.93,0,low,white_ventral,no,0
B5.4.1,dorsal,10.3,0,0,0,NA,0,4,10.1,157.0796327,0,60,ventral,M,white,0.2,0,low,white_dorsal,no,0
B5.4.1,ventral,10.3,0,0,0,NA,0,4,10.1,157.0796327,0,60,ventral,M,white,0.78,0,low,white_ventral,no,0
B50,dorsal,10.3,0,0,0,NA,0,4,9.6,585.9070299,0,120,dorsal,M,white,0.94,0,low,white_dorsal,no,0
B50,ventral,10.3,0,0,0,NA,0,4,9.6,585.9070299,0,120,dorsal,M,white,0.13,0,low,white_ventral,no,0
B7.4,dorsal,10.3,0,0,0,NA,0,4,9.88,622.0353454,0,150,ventral,M,white,0.47,0,low,white_dorsal,no,0
B7.4,ventral,10.3,0,0,0,NA,0,4,9.88,622.0353454,0,150,ventral,M,white,146,0,high,white_ventral,no,1
BR4.4,dorsal,10.3,0,0,0,NA,3,4,10.1,565.4866776,3,170,ventral,F,white,0.37,0,low,white_dorsal,yes,0
BR4.4,ventral,10.3,0,0,0,NA,3,4,10.1,565.4866776,3,170,ventral,F,white,290,0,high,white_ventral,yes,1
N12,dorsal,10.3,0,0,0,NA,2,4,11.7,237.1902453,2,120,ventral,F,black,0.47,0,low,black_dorsal,yes,0
N12,ventral,10.3,0,0,0,NA,2,4,11.7,237.1902453,2,120,ventral,F,black,0.64,0,low,black_ventral,yes,0
N19,dorsal,10.3,0,0,0,NA,0,4,11.1,645.5972903,0,200,ventral,F,black,0.42,0,low,black_dorsal,no,0
N19,ventral,10.3,0,0,0,NA,0,4,11.1,645.5972903,0,200,ventral,F,black,143,0,high,black_ventral,no,1
N22,dorsal,10.3,0,0,0,NA,0,4,9.98,502.6548246,0,60,dorsal,M,black,180,0,high,black_dorsal,no,1
N22,ventral,10.3,0,0,0,NA,0,4,9.98,502.6548246,0,60,dorsal,M,black,0.21,0,low,black_ventral,no,0
B21.2.4,dorsal,6.3,1,0,0,diptera,3,5,8.6,376.9911184,3,40,ventral,M,white,0.11,1,low,white_dorsal,yes,0
B21.2.4,ventral,6.3,4,0,0,diptera,3,5,8.6,376.9911184,3,40,ventral,M,white,0.6,4,low,white_ventral,yes,0
B13.4,dorsal,6.3,2,0,0,diptera,0,5,10.2,387.9866927,0,150,ventral,M,white,0.67,2,low,white_dorsal,no,0
A14.4,dorsal,6.3,2,0,0,0,0,5,8.8,263.8937829,0,130,dorsal,M,white,205,2,high,white_dorsal,no,1
A14.4,ventral,6.3,3,0,0,diptera,0,5,8.8,263.8937829,0,130,dorsal,M,white,0.35,3,low,white_ventral,no,0
A8,ventral,6.3,1,0,0,diptera,0,5,12.78,387.9866927,0,120,dorsal,M,yellow,0.14,1,low,yellow_ventral,no,0
A13.1,ventral,6.3,1,0,1,diptera,3,5,10.6,545.0663254,3,180,dorsal,M,yellow,0.65,1,low,yellow_ventral,yes,0
B9.5,dorsal,6.3,2,0,NA,NA,0,5,10.9,191.2601608,0,108,dorsal,E,white,0.94,2,low,white_dorsal,no,0
B9.5,ventral,6.3,2,0,0,diperta,0,5,10.9,191.2601608,0,108,dorsal,E,white,0.16,2,low,white_ventral,no,0
A14.4.1,dorsal,6.3,2,0,NA,diptera,2,5,10.7,188.4955592,2,110,dorsal,F,yellow,0.2,2,low,yellow_dorsal,yes,0
B100,dorsal,6.3,4,0,NA,diptera,0,5,11.5,315.7300617,0,100,ventral,F,white,0.36,4,low,white_dorsal,no,0
A32.5,ventral,6.3,1,0,NA,diptera,0,5,11.4,424.1150082,0,190,dorsal,F,yellow,0.21,1,low,yellow_ventral,no,0
N16.5,dorsal,6.3,1,0,NA,diptera,0,5,11.1,263.8937829,0,130,dorsal,F,black,0.62,1,low,black_dorsal,no,0
N16.5,ventral,6.3,1,0,NA,NA,0,5,11.1,263.8937829,0,130,dorsal,F,black,0.37,1,low,black_ventral,no,0
A31.4,ventral,6.3,1,0,NA,diptera,0,5,11.5,395.8406744,0,150,ventral,F,yellow,155,1,high,yellow_ventral,no,1
A38.4,dorsal,6.3,0,1,NA,NA,0,5,10.6,342.4335992,0,220,ventral,E,yellow,0.16,1,low,yellow_dorsal,no,0
A37.4,dorsal,6.3,3,0,NA,NA,0,5,10.8,280.7798434,0,140,ventral,E,yellow,0.11,3,low,yellow_dorsal,no,0
A1.5,dorsal,6.3,4,0,NA,diptera,0,5,11.9,409.5851422,0,120,ventral,E,yellow,0.12,4,low,yellow_dorsal,no,0
A4.5,dorsal,6.3,2,0,NA,diptera,0,5,9.5,306.3052837,0,73,ventral,E,yellow,0.21,2,low,yellow_dorsal,no,0
A36.4,dorsal,6.3,1,0,NA,diptera,0,5,10.9,203.0254252,0,130,ventral,E,yellow,0.25,1,low,yellow_dorsal,no,0
A8,dorsal,6.3,0,0,NA,NA,0,5,12.78,387.9866927,0,120,dorsal,M,yellow,0.6,0,low,yellow_dorsal,no,0
A13.1,dorsal,6.3,0,0,NA,NA,3,5,10.6,545.0663254,3,180,dorsal,M,yellow,0.76,0,low,yellow_dorsal,yes,0
A14.4.1,ventral,6.3,0,0,NA,NA,2,5,10.7,188.4955592,2,110,dorsal,F,yellow,0.16,0,low,yellow_ventral,yes,0
B100,ventral,6.3,0,0,NA,NA,0,5,11.5,315.7300617,0,100,ventral,F,white,110,0,high,white_ventral,no,1
A31.4,dorsal,6.3,0,0,NA,NA,0,5,11.5,395.8406744,0,150,ventral,F,yellow,0.34,0,low,yellow_dorsal,no,0
A38.4,ventral,6.3,0,0,NA,NA,0,5,10.6,342.4335992,0,220,ventral,E,yellow,0.33,0,low,yellow_ventral,no,0
B10.5,ventral,6.3,0,0,NA,NA,0,5,9.3,239.1537408,0,130,ventral,E,white,135,0,high,white_ventral,no,1
A37.4,ventral,6.3,0,0,NA,NA,0,5,10.8,280.7798434,0,140,ventral,E,yellow,117,0,high,yellow_ventral,no,1
A1.5,ventral,6.3,0,0,NA,NA,0,5,11.9,409.5851422,0,120,ventral,E,yellow,177,0,high,yellow_ventral,no,1
A4.5,ventral,6.3,0,0,NA,NA,0,5,9.5,306.3052837,0,73,ventral,E,yellow,250,0,high,yellow_ventral,no,1
A36.4,ventral,6.3,0,0,NA,NA,0,5,10.9,203.0254252,0,130,ventral,E,yellow,281,0,high,yellow_ventral,no,1
A15,dorsal,6.3,0,0,0,NA,0,5,10,301.5928947,0,150,ventral,F,yellow,0.22,0,low,yellow_dorsal,no,0
A15,ventral,6.3,0,0,0,NA,0,5,10,301.5928947,0,150,ventral,F,yellow,110,0,high,yellow_ventral,no,1
A16,dorsal,6.3,0,0,0,NA,0,5,12.3,215.1990968,0,130,ventral,F,yellow,0.38,0,low,yellow_dorsal,no,0
A16,ventral,6.3,0,0,0,NA,0,5,12.3,215.1990968,0,130,ventral,F,yellow,420,0,high,yellow_ventral,no,1
A30.5,dorsal,6.3,0,0,0,NA,0,5,9,157.0796327,0,130,ventral,F,yellow,0.26,0,low,yellow_dorsal,no,0
A30.5,ventral,6.3,0,0,0,NA,0,5,9,157.0796327,0,130,ventral,F,yellow,0.3,0,low,yellow_ventral,no,0
A34.4,dorsal,6.3,0,0,0,NA,0,5,10.6,301.5928947,0,140,dorsal,F,yellow,0.67,0,low,yellow_dorsal,no,0
A34.4,ventral,6.3,0,0,0,NA,0,5,10.6,301.5928947,0,140,dorsal,F,yellow,0.4,0,low,yellow_ventral,no,0
B11.4,dorsal,6.3,0,0,0,NA,0,5,11.09,241.9026343,0,110,ventral,M,white,0.17,0,low,white_dorsal,no,0
B11.4,ventral,6.3,0,0,0,NA,0,5,11.09,241.9026343,0,110,ventral,M,white,0.24,0,low,white_ventral,no,0
B11.5,dorsal,6.3,0,0,0,NA,0,5,9.1,181.4269757,0,80,dorsal,E,white,250,0,high,white_dorsal,no,1
B11.5,ventral,6.3,0,0,0,NA,0,5,9.1,181.4269757,0,80,dorsal,E,white,0.21,0,low,white_ventral,no,0
B3.4,dorsal,6.3,0,0,0,NA,0,5,12.23,329.8672286,0,170,dorsal,M,white,0.94,0,low,white_dorsal,no,0
B3.4,ventral,6.3,0,0,0,NA,0,5,12.23,329.8672286,0,170,dorsal,M,white,0.18,0,low,white_ventral,no,0
B5.4,dorsal,6.3,0,0,0,NA,0,5,11.83,263.8937829,0,170,ventral,M,white,0.24,0,low,white_dorsal,no,0
B5.4,ventral,6.3,0,0,0,NA,0,5,11.83,263.8937829,0,170,ventral,M,white,0.38,0,low,white_ventral,no,0
B54,dorsal,6.3,0,0,0,NA,0,5,9,326.725636,0,180,dorsal,M,white,0.32,0,low,white_dorsal,no,0
B54,ventral,6.3,0,0,0,NA,0,5,9,326.725636,0,180,dorsal,M,white,0.25,0,low,white_ventral,no,0
B8.5,dorsal,6.3,0,0,0,NA,3,5,9.7,361.5816065,3,100,ventral,E,white,0.09,0,low,white_dorsal,yes,0
B8.5,ventral,6.3,0,0,0,NA,3,5,9.7,361.5816065,3,100,ventral,E,white,146,0,high,white_ventral,yes,1
BR4.4,dorsal,6.3,0,0,0,NA,3,5,10.1,89.92808971,3,170,dorsal,F,white,0.62,0,low,white_dorsal,yes,0
BR4.4,ventral,6.3,0,0,0,NA,3,5,10.1,89.92808971,3,170,dorsal,F,white,0.32,0,low,white_ventral,yes,0
N19,dorsal,6.3,0,0,0,NA,0,5,11.1,645.5972903,0,200,dorsal,F,black,0.34,0,low,black_dorsal,no,0
N19,ventral,6.3,0,0,0,NA,0,5,11.1,645.5972903,0,200,dorsal,F,black,0.32,0,low,black_ventral,no,0
N22,dorsal,6.3,0,0,0,NA,0,5,9.98,395.8406744,0,60,dorsal,M,black,0.61,0,low,black_dorsal,no,0
N22,ventral,6.3,0,0,0,NA,0,5,9.98,395.8406744,0,60,dorsal,M,black,0.17,0,low,black_ventral,no,0
N25,dorsal,6.3,0,0,0,NA,0,5,6.4,285.8849315,0,80,dorsal,M,black,102,0,high,black_dorsal,no,1
N25,ventral,6.3,0,0,0,NA,0,5,6.4,285.8849315,0,80,dorsal,M,black,0.66,0,low,black_ventral,no,0
N26,dorsal,6.3,0,0,0,NA,3,5,10.5,301.5928947,3,140,ventral,M,black,0.16,0,low,black_dorsal,yes,0
N26,ventral,6.3,0,0,0,NA,3,5,10.5,301.5928947,3,140,ventral,M,black,0.25,0,low,black_ventral,yes,0
B9.5,ventral,8.3,2,0,0,dipera,0,5,10.9,191.2601608,0,108,dorsal,E,white,0.16,2,low,white_ventral,no,0
A14.4,dorsal,8.3,2,0,0,diptera,0,5,8.8,263.8937829,0,130,dorsal,M,white,205,2,high,white_dorsal,no,1
A14.4,ventral,8.3,1,0,0,hymenoptera,0,5,8.8,263.8937829,0,130,dorsal,M,white,0.35,1,low,white_ventral,no,0
A16,ventral,8.3,1,0,NA,diptera,0,5,12.3,215.1990968,0,130,ventral,F,yellow,420,1,high,yellow_ventral,no,1
A15,dorsal,8.3,1,0,NA,diptera,0,5,10,301.5928947,0,150,ventral,F,yellow,0.22,1,low,yellow_dorsal,no,0
B8.5,dorsal,8.3,2,0,NA,NA,3,5,9.7,361.5816065,3,100,ventral,E,white,0.09,2,low,white_dorsal,yes,0
B11.5,ventral,8.3,1,0,NA,NA,0,5,9.1,181.4269757,0,80,dorsal,E,white,0.21,1,low,white_ventral,no,0
B9.5,dorsal,8.3,0,0,NA,NA,0,5,10.9,191.2601608,0,108,dorsal,E,white,0.94,0,low,white_dorsal,no,0
A16,dorsal,8.3,0,0,NA,NA,0,5,12.3,215.1990968,0,130,ventral,F,yellow,0.38,0,low,yellow_dorsal,no,0
A15,ventral,8.3,0,0,NA,NA,0,5,10,301.5928947,0,150,ventral,F,yellow,110,0,high,yellow_ventral,no,1
B8.5,ventral,8.3,0,0,NA,NA,3,5,9.7,361.5816065,3,100,ventral,E,white,146,0,high,white_ventral,yes,1
B11.5,dorsal,8.3,0,0,NA,NA,0,5,9.1,181.4269757,0,80,dorsal,E,white,250,0,high,white_dorsal,no,1
A1.5,dorsal,8.3,0,0,0,NA,0,5,11.9,409.5851422,0,120,ventral,E,yellow,0.12,0,low,yellow_dorsal,no,0
A1.5,ventral,8.3,0,0,0,NA,0,5,11.9,409.5851422,0,120,ventral,E,yellow,177,0,high,yellow_ventral,no,1
A13.1,dorsal,8.3,0,0,0,NA,3,5,10.6,545.0663254,3,180,dorsal,M,yellow,0.76,0,low,yellow_dorsal,yes,0
A13.1,ventral,8.3,0,0,0,NA,3,5,10.6,545.0663254,3,180,dorsal,M,yellow,0.65,0,low,yellow_ventral,yes,0
A14.4.1,dorsal,8.3,0,0,0,NA,2,5,10.7,188.4955592,2,110,dorsal,F,yellow,0.2,0,low,yellow_dorsal,yes,0
A14.4.1,ventral,8.3,0,0,0,NA,2,5,10.7,188.4955592,2,110,dorsal,F,yellow,0.16,0,low,yellow_ventral,yes,0
A30.5,dorsal,8.3,0,0,0,NA,0,5,9,157.0796327,0,130,ventral,F,yellow,0.26,0,low,yellow_dorsal,no,0
